Test Case,Input,Maximum Subarray Sum,Branch_Coverage,Statement_Coverage,Function_Coverage,Execution_Time,Adequacy_Score,Adequacy_Label
714,"[-958334588, -133504204, -262751808, -990562662]",-133504204,94.11764706,52.38095238,50.00%,0.001093864,34.5877057396,mid
715,"[-29988781, -475556325, -911834698, -994181261, -718395868, -567059386, -542851307, -303743194]",-29988781,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
716,"[-367544261, -980072233, -374183503, -310907747, -445883439, -769410996, -963400904, -336003147, -234065955]",-234065955,94.11764706,52.38095238,50.00%,0.001081228,34.587707003199995,mid
717,"[-843424542, -692443639, -847747041, -855965632, -602971638, -716129068, -561213226, -210173259, -320551336]",-210173259,94.11764706,52.38095238,50.00%,0.000577211,34.5877574049,mid
718,"[-11006561, -787332839, -175667675, -787931340, -186998135, -614995443, -24754736, -867351484]",-11006561,93.33333333,47.61904762,50.00%,0.001002312,33.002280720799995,low
719,"[-343342876, -22533709, -255453767, -663198213, -117631084]",-22533709,94.11764706,52.38095238,50.00%,0.00163579,34.58765154699999,mid
720,"[-476687652, -456575100, -685140213, -733103623, -970143220, -140375123, -524219651, -55246713, -152722226]",-55246713,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
721,"[-902266276, -384013681, -388739591, -787174680, -77006715]",-77006715,94.11764706,52.38095238,50.00%,0.001111746,34.587703951399995,mid
722,"[-125745465, -154425235, -205193082, -618429670, -890728274]",-125745465,93.33333333,47.61904762,50.00%,0.001000643,33.0022808877,low
723,"[-109566783, -154253852, -730694099, -499854568, -214357107, -999186308, -482388398, -771611440]",-109566783,93.33333333,47.61904762,50.00%,0.001066208,33.0022743312,low
724,"[-271579442, -829500475, -893076381, -460883584, -477995111]",-271579442,93.33333333,47.61904762,50.00%,0.000999928,33.00228095919999,low
725,"[-768138850, -693058466, -418810116, -500380206, -595408777, -585586651]",-418810116,94.11764706,52.38095238,50.00%,0.002093077,34.5876058183,low
726,"[-876143491, -388315073, -851541727, -243193252]",-243193252,94.11764706,52.38095238,50.00%,0.001000881,34.5877150379,mid
727,"[-879285884, -983969117, -311706451, -993469799, -498220496, -167556229]",-167556229,94.11764706,52.38095238,50.00%,0.001695156,34.5876456104,mid
728,"[-871380700, -443813352, -474838321]",-443813352,94.11764706,52.38095238,50.00%,0.000541687,34.5877609573,mid
729,"[-698619733, -482238542, -268519032, -94019905]",-94019905,93.75,52.38095238,50.00%,0.000999689,34.514185745099994,low
730,"[-891216659, -15236136, -514083004, -919633693, -3985250, -776791100, -840049973]",-3985250,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
731,"[-701467882, -847089918, -655740255, -603166432, -346086790, -785080024, -975169561, -362811839]",-346086790,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
732,"[-624600738, -45590051, -556925008, -978992704, -874184110, -887629588, -826649932, -736333872, -700564871]",-45590051,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
733,"[-637919950, -227507574, -349662378, -243810787, -220659829, -204139295, -85172472, -396139673]",-85172472,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
734,"[-307514099, -652930340, -416408198, -859837659, -68558102, -512789049, -392787446]",-68558102,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
735,"[-920096243, -483605583, -272069243, -685958664, -628985892, -108683063]",-108683063,94.11764706,52.38095238,50.00%,0.000998974,34.5877152286,mid
736,"[-513934931, -14945476, -135469282]",-14945476,94.11764706,52.38095238,50.00%,0.002996922,34.58751543379999,low
737,"[-148629779, -377951161, -462185108, -560383243, -688674517, -208510528]",-148629779,93.33333333,47.61904762,50.00%,0.001001835,33.00228076849999,low
738,"[-697191298, -16590039, -845275560, -402444215, -492613950, -778746794, -219865822, -781455031]",-16590039,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
739,"[-694572347, -433396738, -702617551, -116528196, -756578966, -683433457, -482560102, -128670538, -320382793]",-116528196,94.11764706,52.38095238,50.00%,0.001002073,34.587714918699994,mid
740,"[-682628791, -145962818, -854333278]",-145962818,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
741,"[-446183496, -267473600, -261722245, -125086564, -157019056, -243649363, -69753759, -989095057]",-69753759,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
742,"[-362070204, -811388168, -791535988, -678428673, -366442479, -556051453, -691298708]",-362070204,93.33333333,47.61904762,50.00%,0.002018452,33.00217910679999,low
743,"[-987652318, -398448998, -690568104, -501514724, -688174813, -706280102, -218900908]",-218900908,94.11764706,52.38095238,50.00%,0.001000881,34.5877150379,mid
744,[-353874724],-353874724,87.5,19.04761905,50.00%,0.001000166,23.2641856984,low
745,"[-229739240, -271919972, -782756923, -139920565, -338439019, -847028558, -935209233]",-139920565,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
746,[-962499620],-962499620,87.5,19.04761905,50.00%,0.002044916,23.2640812234,low
747,"[-542669930, -912425487, -258574685, -311905813, -210759378]",-210759378,94.11764706,52.38095238,50.00%,0.00099802,34.587715323999994,mid
748,[-274035788],-274035788,87.5,19.04761905,50.00%,0.002001286,23.2640855864,low
749,[-930187803],-930187803,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
750,"[-955310851, -84009536]",-84009536,93.75,52.38095238,50.00%,0.001002312,34.514185482799995,low
751,"[-104261845, -943159640, -798506237, -895744632, -58307846, -578598254, -685195129, -214444353, -347713861, -484382856]",-58307846,94.11764706,52.38095238,50.00%,0.001011133,34.5877140127,mid
752,"[-271442836, -256216309, -400569435, -548907728, -964176761, -438930259, -313508140, -310201812, -160017427]",-160017427,94.11764706,52.38095238,50.00%,0.001000881,34.5877150379,mid
753,"[-774600600, -134398131]",-134398131,93.75,52.38095238,50.00%,0.001995802,34.5140861338,low
754,"[-37644567, -69225801, -431907432, -858267158, -222135985, -106071963, -341315812]",-37644567,93.33333333,47.61904762,50.00%,0.000994921,33.0022814599,low
755,"[-111221194, -742815756, -877513966, -730342642, -255100712, -163741515, -794336179]",-111221194,93.33333333,47.61904762,50.00%,0.000602722,33.00232067979999,low
756,"[-909436245, -857434372, -980953929, -210329281, -658032579, -811386727, -298191695]",-210329281,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
757,"[-411693971, -881291443, -673762234, -884299491, -458075393, -519592615, -779979164, -556246015, -113948199]",-113948199,94.11764706,52.38095238,50.00%,0.000995398,34.5877155862,mid
758,"[-96493270, -142101720]",-96493270,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
759,[-474514948],-474514948,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
760,"[-953319150, -28041928, -967192465]",-28041928,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
761,"[-905932037, -266072781, -474254494, -474536991]",-266072781,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
762,"[-177403472, -879679407, -587355297, -283588689, -362454807, -971303879]",-177403472,93.33333333,47.61904762,50.00%,0.000997782,33.00228117379999,low
763,"[-644154368, -821774525, -245282630, -389196843, -270734155, -73894707, -447563551, -572907371, -337308917, -407300052]",-73894707,94.11764706,52.38095238,50.00%,0.000551939,34.58775993209999,mid
764,"[-890951656, -142342038, -118288228, -102267612, -189288921]",-102267612,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
765,"[-670252052, -17204994, -797202935, -758716875, -566545025, -204089872, -272825116, -310366744, -262813632, -97402500]",-17204994,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
766,"[-32844777, -637502354, -306793759, -881873116, -533411787, -431924323, -425981505]",-32844777,93.33333333,47.61904762,50.00%,0.00100112,33.00228084,low
767,"[-937177777, -767173940, -629034932, -852508385]",-629034932,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
768,"[-728114034, -25350412, -182348790, -641983172, -567403107]",-25350412,94.11764706,52.38095238,50.00%,0.001003742,34.58771475179999,mid
769,"[-350085878, -447074357, -441034149, -989586363, -710892906, -866395277]",-350085878,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
770,"[-786779778, -987087015, -449490626, -392235285, -816336584, -265307751, -421892753, -596580202]",-265307751,94.11764706,52.38095238,50.00%,0.001001358,34.5877149902,mid
771,"[-751005967, -884666741, -350324007, -114872491, -89149249, -354540978, -446994863, -641915517, -524833285, -283696736]",-89149249,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
772,[-911151106],-911151106,87.5,19.04761905,50.00%,0.00122261,23.264163454,low
773,"[-356872812, -537587210, -794882000, -154748765]",-154748765,94.11764706,52.38095238,50.00%,0.00100255,34.587714871,mid
774,"[-861903151, -93610753, -423577062, -115249650, -378719879, -995830129, -339499538]",-93610753,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
775,"[-944839686, -653211231, -450236766, -499954639]",-450236766,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
776,"[-867272209, -248562299, -813700619, -838790942, -642078236, -491981932, -506984765, -171480165, -557463731, -273369747]",-171480165,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
777,"[-758361612, -287280925, -964612604, -269358392, -465512798, -70166445, -963664727]",-70166445,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
778,[-500528862],-500528862,87.5,19.04761905,50.00%,0.000999928,23.2641857222,low
779,"[-866685303, -890024938]",-866685303,93.33333333,47.61904762,50.00%,0.000968456,33.0022841064,low
780,[-401459669],-401459669,87.5,19.04761905,50.00%,0.001034737,23.2641822413,low
781,"[-544852289, -197721627, -250439124]",-197721627,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
782,"[-90139294, -672348218, -535967652, -925822779, -322526921, -388082862, -584323970, -48687377, -416111984, -351880723]",-48687377,94.11764706,52.38095238,50.00%,0.000442266,34.5877708994,mid
783,"[-467235261, -173393376, -807424667, -386949603, -235971771, -27597979, -992264306, -636166684, -74886367]",-27597979,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
784,"[-844447436, -903300391, -567575177, -704105813, -154613566, -215019597, -882538232]",-154613566,94.11764706,52.38095238,50.00%,0.000997543,34.58771537169999,mid
785,"[-103699543, -977531555, -382691602, -149053178, -547018673, -896650547]",-103699543,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
786,"[-276902922, -154683703, -80000453, -741433970, -177204247, -213073867, -727097505, -573443889]",-80000453,94.11764706,52.38095238,50.00%,0.005175829,34.58729754309999,low
787,"[-100310045, -255321758, -474842477, -894709600, -249286009, -963326925, -414414540]",-100310045,93.33333333,47.61904762,50.00%,0.001000404,33.0022809116,low
788,"[-320448252, -923864125, -768162395, -328731183, -86976518, -637073912, -428319726, -961861293]",-86976518,94.11764706,52.38095238,50.00%,0.000999689,34.58771515709999,mid
789,"[-671902501, -399230909, -289630173, -990417809, -627017621, -716047765, -709517805, -3340593]",-3340593,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
790,"[-872513922, -424951258, -279838540, -122243506, -39368018]",-39368018,93.75,52.38095238,50.00%,0.00100112,34.514185602,low
791,"[-509416973, -770042843, -655894338, -494988390, -577073149, -906057517, -828624218]",-494988390,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
792,"[-60980451, -901917854, -54499923, -892156956, -484209198, -998379078, -520922816, -781350279, -468062537, -245000029]",-54499923,94.11764706,52.38095238,50.00%,0.001229048,34.587692221199994,mid
793,"[-576452497, -824069605, -105257595, -183604503, -794424689, -672940396, -614106882, -170520985]",-105257595,94.11764706,52.38095238,50.00%,0.000700951,34.587745030899995,mid
794,"[-757838855, -308190409, -94288312, -295436160, -727890415, -19448142, -469449093]",-19448142,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
795,"[-984690300, -111414844, -440125749, -612974854, -850391318, -904764285, -792769999, -818771344, -995292303, -450381879]",-111414844,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
796,"[-628519157, -795890423, -229454251, -416616118, -664078369, -568877859, -904077805, -181861607, -712983993, -564236916]",-181861607,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
797,"[-443767490, -316705018, -147229982, -280837559, -181471596, -265513749]",-147229982,94.11764706,52.38095238,50.00%,0.001000881,34.5877150379,mid
798,"[-34585092, -218059666, -857149109, -975257570, -871314941, -408199042, -408416196, -528595511, -23559280]",-23559280,94.11764706,52.38095238,50.00%,0.000999212,34.5877152048,mid
799,"[-567211714, -305742349]",-305742349,93.75,52.38095238,50.00%,0.001998901,34.5140858239,low
800,"[-921230434, -269874872, -574527582, -24861039, -619888513, -535409948, -291890693, -862919019, -766843839]",-24861039,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
801,"[-79434570, -785455748, -847714767, -604657367, -790554448, -38276175, -83712660, -211663792, -233365921]",-38276175,94.11764706,52.38095238,50.00%,0.000440836,34.58777104239999,mid
802,"[-77146315, -510763942, -195165177, -797425055, -393933231, -511520992, -330257112, -736228981]",-77146315,93.33333333,47.61904762,50.00%,0.000990629,33.0022818891,low
803,"[-411389859, -381440422, -719171766, -30467920, -303701539, -621922399, -388402257, -157799356]",-30467920,94.11764706,52.38095238,50.00%,0.000995159,34.5877156101,mid
804,[-977212393],-977212393,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
805,"[-293404004, -166086770, -171388791, -68116296, -437331958, -201740862, -59743548, -243772892, -188525878]",-59743548,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
806,"[-399480159, -999216527, -896463851, -259637692, -920490841, -395024232, -100546602]",-100546602,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
807,"[-629983320, -754697835, -731504557, -108816528, -898767694, -101673194]",-101673194,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
808,[-716012126],-716012126,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
809,"[-247602897, -29519030, -301615531, -828475994]",-29519030,94.11764706,52.38095238,50.00%,0.001864433,34.58762868269999,low
810,"[-33658751, -714597703, -323156661, -711068630, -657583183, -697975869, -456453627]",-33658751,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
811,"[-64209109, -998014677, -644504970, -368923339, -746755966, -396859742, -844917805]",-64209109,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
812,"[-47040424, -795957079, -627738120, -492744981, -533917932, -375490367, -484909144, -799185809]",-47040424,93.33333333,47.61904762,50.00%,0.001997232,33.0021812288,low
813,"[-345506179, -336970929, -723726119, -379046898, -432962464, -206205574, -544548611]",-206205574,94.11764706,52.38095238,50.00%,0.000852585,34.587729867499995,mid
814,"[-633514155, -493034898, -303861929, -210275863, -875021942]",-210275863,94.11764706,52.38095238,50.00%,0.001008511,34.587714274899994,mid
815,"[-725675902, -976355717, -783857838, -371956194, -266678581, -941849916, -764635025, -142346058, -34017113]",-34017113,94.11764706,52.38095238,50.00%,0.000527143,34.5877624117,mid
816,"[-807778977, -130050118, -446721725, -820709930]",-130050118,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
817,"[-269942768, -211337440, -853888393, -271037524, -59035039]",-59035039,94.11764706,52.38095238,50.00%,0.000542879,34.5877608381,mid
818,"[-366102890, -949513750, -28440348, -882172440, -394450127, -950180805]",-28440348,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
819,"[-474673807, -738558578, -773937479, -825144559, -554190664, -391140512, -264954613]",-264954613,94.11764706,52.38095238,50.00%,0.001229286,34.5876921974,mid
820,"[-624464713, -67839233, -383637949]",-67839233,94.11764706,52.38095238,50.00%,0.001009941,34.58771413189999,mid
821,"[-669440622, -744667428]",-669440622,93.33333333,47.61904762,50.00%,0.000633001,33.00231765189999,low
822,[-515504654],-515504654,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
823,"[-972485653, -924544052, -779571024, -126433448, -864898669, -228867752, -247779018, -498951144]",-126433448,94.11764706,52.38095238,50.00%,0.00100112,34.587715014,mid
824,"[-912835496, -326469604, -265100006, -22956632, -188868103, -298077256, -780126951, -511605580]",-22956632,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
825,"[-767078621, -68805907, -777453350]",-68805907,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
826,"[-425186844, -729313837, -173047457, -890066362, -313989542, -17741186, -565748968, -618291814, -6787124, -968237316]",-6787124,94.11764706,52.38095238,50.00%,0.000505924,34.587764533599994,mid
827,"[-625302038, -925382961, -699542919, -229981886, -307156164, -913956602]",-229981886,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
828,"[-596111372, -152895431, -992290740]",-152895431,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
829,"[-490149980, -457319857, -876414636, -107186030]",-107186030,94.11764706,52.38095238,50.00%,0.002026558,34.58761247019999,low
830,"[-282549306, -483623234, -945086373, -465988559, -460308087]",-282549306,93.33333333,47.61904762,50.00%,0.000998259,33.002281126099994,low
831,"[-905977695, -247609815, -103649229, -425486066]",-103649229,94.11764706,52.38095238,50.00%,0.000997305,34.5877153955,mid
832,[-468447894],-468447894,87.5,19.04761905,50.00%,0.000972986,23.2641884164,low
833,"[-201747246, -149079241, -326387655, -984185675, -282172477]",-149079241,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
834,"[-835100440, -250131591, -287690019]",-250131591,94.11764706,52.38095238,50.00%,0.002000809,34.587615045099994,low
835,"[-661977933, -694124539, -13395608, -730680691, -545697994]",-13395608,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
836,"[-821000616, -886609129, -956853072, -240246548, -269636472, -132136739, -286987046]",-132136739,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
837,"[-692178246, -87681126, -554007190, -519801031, -617904565, -111345303, -361136759, -212859707, -864783164]",-87681126,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
838,"[-780335770, -211989094, -53054340, -430604088, -794482784, -581611051, -680737608, -929507760, -585718847]",-53054340,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
839,"[-448335697, -86277516, -684099177, -950003253, -494452855, -237244058]",-86277516,94.11764706,52.38095238,50.00%,0.001002789,34.5877148471,mid
840,[-66363896],-66363896,87.5,19.04761905,50.00%,0.000999928,23.2641857222,low
841,"[-328762957, -191940408, -423059237, -320261998, -164807841, -320739412]",-164807841,94.11764706,52.38095238,50.00%,0.001000404,34.5877150856,mid
842,"[-646031958, -424206397, -466422057, -56804051, -50003092, -894398702]",-50003092,94.11764706,52.38095238,50.00%,0.000994205,34.5877157055,mid
843,"[-250078690, -694952681, -170753245, -557546081, -341083135, -6730146, -84178337]",-6730146,94.11764706,52.38095238,50.00%,0.000996113,34.587715514699994,mid
844,"[-896639754, -458814861, -233854337, -757767862]",-233854337,94.11764706,52.38095238,50.00%,0.001000166,34.587715109399994,mid
845,"[-214679835, -536268027, -574988869, -807050094, -185657674, -974944789, -128000356]",-128000356,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
846,"[-946426209, -612496674, -964811739, -568495556]",-568495556,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
847,"[-356501930, -469326742, -553786480, -994923980, -173406791, -261728350, -527543063, -915958413, -493385982, -326171061]",-173406791,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
848,"[-745000679, -742835654, -461030172, -838593996, -915773395, -496409737, -38117291]",-38117291,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
849,[-166157085],-166157085,87.5,19.04761905,50.00%,0.001002312,23.2641854838,low
850,"[-793645469, -816294008, -132645451, -601001198, -330085974, -695366279, -431661135, -952010117]",-132645451,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
851,[-62],-62,87.5,19.04761905,50.00%,0.001000404,23.2641856746,low
852,"[-74, -56, -52, -14, -89, -78, -78, -49]",-14,94.11764706,52.38095238,50.00%,0.001939535,34.58762117249999,low
853,"[-6, -86, -73, -96, -7, -13, -19, -60, -23]",-6,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
854,"[-14, -27]",-14,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
855,"[-69, -22]",-22,93.75,52.38095238,50.00%,0.000999212,34.5141857928,low
856,"[-40, -30, -35, -83, -37, -15, -46, -9]",-9,94.11764706,52.38095238,50.00%,0.000998497,34.5877152763,mid
857,"[-19, -92, -25, -22]",-19,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
858,[-38],-38,87.5,19.04761905,50.00%,0.001995325,23.2640861825,low
859,"[-76, -28, -73, -48, -72, -85, -36, -69]",-28,94.11764706,52.38095238,50.00%,0.000940561,34.5877210699,mid
860,[-26],-26,87.5,19.04761905,50.00%,0.000999928,23.2641857222,low
861,"[-57, -71, -12, -49, -9, -29]",-9,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
862,"[-62, -25, -21, -77, -29, -82, -25, -66, -62]",-21,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
863,"[-9, -36, -47, -74, -69, -63, -22, -9, -88, -50]",-9,93.33333333,47.61904762,50.00%,0.000999689,33.00228098309999,low
864,"[-74, -37, -45]",-37,94.11764706,52.38095238,50.00%,0.000998259,34.587715300099994,mid
865,"[-75, -60, -58, -11]",-11,93.75,52.38095238,50.00%,0.001000166,34.514185697399995,low
866,"[-53, -29, -48, -27, -73]",-27,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
867,"[-7, -47, -98, -42]",-7,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
868,"[-72, -69]",-69,93.75,52.38095238,50.00%,0.00099659,34.514186055,low
869,"[-71, -54, -73, -26, -22, -44, -21, -59, -43]",-21,94.11764706,52.38095238,50.00%,0.001004219,34.587714704099994,mid
870,[-26],-26,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
871,"[-3, -90]",-3,93.33333333,47.61904762,50.00%,0.000997782,33.00228117379999,low
872,"[-50, -58, -66, -15]",-15,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
873,"[-87, -81, -66, -34, -93, -50]",-34,94.11764706,52.38095238,50.00%,0.000370026,34.58777812339999,mid
874,"[-76, -83, -79, -60, -85, -34, -45, -42]",-34,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
875,"[-71, -31, -75, -57, -34]",-31,94.11764706,52.38095238,50.00%,0.000999928,34.58771513319999,mid
876,"[-19, -23]",-19,93.33333333,47.61904762,50.00%,0.000997543,33.00228119769999,low
877,[-11],-11,87.5,19.04761905,50.00%,1e-09,23.2642857149,low
878,"[-49, -34, -68]",-34,94.11764706,52.38095238,50.00%,0.000703812,34.5877447448,mid
879,"[-47, -27, -72, -49, -96, -100, -95]",-27,94.11764706,52.38095238,50.00%,0.001055002,34.587709625799995,mid
880,"[-87, -7, -29, -41, -27, -30, -34, -38]",-7,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
881,"[-95, -17, -1, -91, -29, -84, -44, -64, -83]",-1,94.11764706,52.38095238,50.00%,0.001001835,34.58771494249999,mid
882,"[-13, -12, -89, -100, -96, -92]",-12,94.11764706,52.38095238,50.00%,0.000509501,34.5877641759,mid
883,"[-23, -23, -62, -13, -4, -31, -58, -2]",-2,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
884,"[-69, -71, -65, -6, -70, -84, -1, -24]",-1,94.11764706,52.38095238,50.00%,0.001008749,34.5877142511,mid
885,[-36],-36,87.5,19.04761905,50.00%,0.000970125,23.2641887025,low
886,"[-15, -64, -61, -98, -88, -55, -63, -66, -35]",-15,93.33333333,47.61904762,50.00%,0.000999928,33.00228095919999,low
887,"[-56, -80]",-56,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
888,"[-31, -83, -81, -44, -25, -50, -23]",-23,94.11764706,52.38095238,50.00%,0.001009226,34.5877142034,mid
889,"[-15, -57, -10, -27, -20, -41]",-10,94.11764706,52.38095238,50.00%,0.000997782,34.58771534779999,mid
890,"[-87, -23, -23]",-23,94.11764706,52.38095238,50.00%,0.000999451,34.5877151809,mid
891,"[-60, -39, -58]",-39,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
892,"[-78, -48, -63, -51, -75, -90, -92, -71, -31, -79]",-31,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
893,"[-53, -38, -36, -49, -63, -51, -98, -73, -87, -37]",-36,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
894,"[-79, -19, -2, -86, -89, -86, -68, -73]",-2,94.11764706,52.38095238,50.00%,0.00100112,34.587715014,mid
895,"[-21, -81, -8, -44]",-8,94.11764706,52.38095238,50.00%,0.001002312,34.587714894799994,mid
896,"[-89, -11, -87, -4, -8, -4, -17]",-4,94.11764706,52.38095238,50.00%,0.000997066,34.5877154194,mid
897,"[-54, -37, -55, -10, -51]",-10,94.11764706,52.38095238,50.00%,0.000884056,34.58772672039999,mid
898,"[-91, -50, -21, -82, -73, -25, -76, -9]",-9,94.11764706,52.38095238,50.00%,0.000797749,34.587735351099994,mid
899,"[-45, -34]",-34,93.75,52.38095238,50.00%,0.00103879,34.514181834999995,low
900,"[-91, -98, -52, -23, -12, -40]",-12,94.11764706,52.38095238,50.00%,0.000950813,34.58772004469999,mid
901,[-62],-62,87.5,19.04761905,50.00%,0.001001358,23.2641855792,low
902,[-51],-51,87.5,19.04761905,50.00%,0.000999212,23.2641857938,low
903,"[-25, -20, -28, -3, -86, -71, -81, -52, -56]",-3,94.11764706,52.38095238,50.00%,0.001001358,34.5877149902,mid
904,"[-97, -73, -43, -81, -75, -69]",-43,94.11764706,52.38095238,50.00%,0.001000643,34.5877150617,mid
905,"[-40, -74, -78, -74, -84]",-40,93.33333333,47.61904762,50.00%,1e-09,33.002380951899994,low
906,"[-46, -28, -94]",-28,94.11764706,52.38095238,50.00%,0.001002073,34.587714918699994,mid
907,"[-84, -27, -18, -45, -2, -11]",-2,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
908,"[-15, -64, -6, -87, -2, -67]",-2,94.11764706,52.38095238,50.00%,0.000544786,34.5877606474,mid
909,"[-57, -13, -61, -45, -73, -100]",-13,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
910,"[-25, -2]",-2,93.75,52.38095238,50.00%,0.00100255,34.514185459,low
911,"[-52, -4, -99, -37, -4, -41, -3, -97]",-3,94.11764706,52.38095238,50.00%,0.000998735,34.5877152525,mid
912,[-3],-3,87.5,19.04761905,50.00%,0.000999451,23.2641857699,low
913,[-21],-21,87.5,19.04761905,50.00%,0.000999212,23.2641857938,low
914,"[-53, -96, -81]",-53,93.33333333,47.61904762,50.00%,0.000998497,33.0022811023,low
915,"[-22, -22, -6, -83, -83, -89]",-6,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
916,"[-65, -5, -31, -30, -58, -24]",-5,94.11764706,52.38095238,50.00%,1e-09,34.58781512589999,mid
917,"[-8, -96, -89, -47, -77, -65, -46]",-8,93.33333333,47.61904762,50.00%,0.001000166,33.002280935399995,low
918,"[-38, -97, -82, -30]",-30,94.11764706,52.38095238,50.00%,0.00099802,34.587715323999994,mid
919,[-16],-16,87.5,19.04761905,50.00%,0.001256466,23.2641600684,low
920,"[-59, -7, -83, -36, -49, -24, -94]",-7,94.11764706,52.38095238,50.00%,0.00098896,34.58771623,mid
921,"[-92, -99, -94]",-92,93.33333333,47.61904762,50.00%,0.000999212,33.0022810308,low
922,"[-62, -28, -82, -65, -6]",-6,94.11764706,52.38095238,50.00%,0.001001596,34.58771496639999,mid
923,"[-9, -64, -1, -65, -12, -66, -96]",-1,94.11764706,52.38095238,50.00%,0.001002789,34.5877148471,mid
